id,timestamp,reason,strike,side,lots_change,trade_price,live_synthetic_mid,pnl
57,2025-11-04 11:39:00,Threshold hedge,25750,BUY,1.0,25658.295176977947,25658.295176977947,0.0
58,2025-11-04 11:43:00,Threshold hedge,25750,BUY,2.0,25665.695644662446,25665.695644662446,0.0
59,2025-11-04 11:44:00,Threshold hedge,25750,SELL,-1.0,25662.545502270757,25662.545502270757,-0.0
60,2025-11-04 11:57:00,Threshold hedge,25750,BUY,2.0,25670.69616136264,25670.69616136264,0.0
61,2025-11-04 11:58:00,Threshold hedge,25750,SELL,-2.0,25665.79594376648,25665.79594376648,-0.0
62,2025-11-04 12:01:00,Threshold hedge,25750,BUY,2.0,25669.996201951417,25669.996201951417,0.0
63,2025-11-04 12:07:00,Threshold hedge,25750,SELL,-2.0,25667.046177727563,25667.046177727563,-0.0
64,2025-11-04 12:10:00,Threshold hedge,25750,BUY,3.0,25674.89659188332,25674.89659188332,0.0
65,2025-11-04 12:12:00,Threshold hedge,25750,SELL,-1.0,25671.39646963458,25671.39646963458,-0.0
66,2025-11-04 12:13:00,Threshold hedge,25750,BUY,2.0,25678.096787302213,25678.096787302213,0.0
67,2025-11-04 12:15:00,Threshold hedge,25750,SELL,-2.0,25674.84667706199,25674.84667706199,-0.0
68,2025-11-04 12:18:00,Threshold hedge,25750,BUY,3.0,25682.99708421222,25682.99708421222,0.0
69,2025-11-04 12:20:00,Threshold hedge,25750,BUY,1.0,25688.24734143005,25688.24734143005,0.0
70,2025-11-04 12:23:00,Threshold hedge,25750,SELL,-1.0,25681.747109231637,25681.747109231637,-0.0
71,2025-11-04 12:27:00,Threshold hedge,25750,SELL,-2.0,25677.34699049778,25677.34699049778,-0.0
72,2025-11-04 12:28:00,Threshold hedge,25750,SELL,-3.0,25668.046624320385,25668.046624320385,-0.0
73,2025-11-04 12:33:00,Threshold hedge,25750,BUY,2.0,25673.3969338319,25673.3969338319,0.0
74,2025-11-04 12:38:00,Threshold hedge,25750,SELL,-1.0,25668.74684224572,25668.74684224572,-0.0
75,2025-11-04 12:41:00,Threshold hedge,25750,SELL,-3.0,25660.596587916058,25660.596587916058,-0.0
76,2025-11-04 12:42:00,Threshold hedge,25750,BUY,2.0,25670.24697478263,25670.24697478263,0.0
77,2025-11-04 12:44:00,Threshold hedge,25750,BUY,2.0,25675.247199244088,25675.247199244088,0.0
78,2025-11-04 12:50:00,Threshold hedge,25750,SELL,-2.0,25669.997114244245,25669.997114244245,-0.0
79,2025-11-04 12:55:00,Threshold hedge,25750,BUY,2.0,25680.547575617493,25680.547575617493,0.0
80,2025-11-04 13:01:00,Threshold hedge,25750,SELL,-2.0,25672.14739109396,25672.14739109396,-0.0
81,2025-11-04 13:02:00,Threshold hedge,25750,SELL,-2.0,25665.897201216456,25665.897201216456,-0.0
82,2025-11-04 13:04:00,Threshold hedge,25750,BUY,2.0,25673.24748154222,25673.24748154222,0.0
83,2025-11-04 13:06:00,Threshold hedge,25750,BUY,2.0,25678.54768871176,25678.54768871176,0.0
84,2025-11-04 13:12:00,Threshold hedge,25750,SELL,-3.0,25670.34753467492,25670.34753467492,-0.0
85,2025-11-04 13:19:00,Threshold hedge,25750,SELL,-2.0,25665.09751048553,25665.09751048553,-0.0
86,2025-11-04 13:20:00,Threshold hedge,25750,SELL,-3.0,25655.447249523648,25655.447249523648,-0.0
87,2025-11-04 13:22:00,Threshold hedge,25750,BUY,2.0,25660.997452399144,25660.997452399144,0.0
88,2025-11-04 13:27:00,Threshold hedge,25750,SELL,-2.0,25656.847441997987,25656.847441997987,-0.0
89,2025-11-04 13:29:00,Threshold hedge,25750,BUY,4.0,25669.447825499818,25669.447825499818,0.0
90,2025-11-04 13:30:00,Threshold hedge,25750,SELL,-2.0,25664.747718459977,25664.747718459977,-0.0
91,2025-11-04 13:31:00,Threshold hedge,25750,BUY,2.0,25667.647815237324,25667.647815237324,0.0
92,2025-11-04 13:32:00,Threshold hedge,25750,SELL,-3.0,25660.29764111565,25660.29764111565,-0.0
93,2025-11-04 13:33:00,Threshold hedge,25750,SELL,-1.0,25657.34758509996,25657.34758509996,-0.0
94,2025-11-04 13:36:00,Threshold hedge,25750,BUY,2.0,25663.897815936758,25663.897815936758,0.0
95,2025-11-04 13:37:00,Threshold hedge,25750,BUY,2.0,25669.847985520777,25669.847985520777,0.0
96,2025-11-04 13:39:00,Threshold hedge,25750,BUY,4.0,25680.29828061136,25680.29828061136,0.0
97,2025-11-04 13:42:00,Threshold hedge,25750,SELL,-2.0,25675.49821421671,25675.49821421671,-0.0
98,2025-11-04 13:43:00,Threshold hedge,25750,BUY,3.0,25684.19843807106,25684.19843807106,0.0
99,2025-11-04 13:44:00,Threshold hedge,25750,SELL,-2.0,25679.698347612673,25679.698347612673,-0.0
100,2025-11-04 13:49:00,Threshold hedge,25750,SELL,-3.0,25673.298286431378,25673.298286431378,-0.0
101,2025-11-04 13:56:00,Threshold hedge,25750,SELL,-2.0,25667.648294356906,25667.648294356906,-0.0
102,2025-11-04 13:57:00,Threshold hedge,25750,BUY,1.0,25671.79839851113,25671.79839851113,0.0
103,2025-11-04 13:59:00,Threshold hedge,25750,SELL,-2.0,25662.148241774335,25662.148241774335,-0.0
104,2025-11-04 14:01:00,Threshold hedge,25750,SELL,-3.0,25652.598095975467,25652.598095975467,-0.0
105,2025-11-04 14:03:00,Threshold hedge,25750,SELL,-1.0,25647.698047802816,25647.698047802816,-0.0
106,2025-11-04 14:06:00,Threshold hedge,25750,SELL,-1.0,25644.448059474413,25644.448059474413,-0.0
107,2025-11-04 14:10:00,Threshold hedge,25750,SELL,-3.0,25635.347998898284,25635.347998898284,-0.0
108,2025-11-04 14:12:00,Threshold hedge,25750,SELL,-3.0,25618.147760058193,25618.147760058193,-0.0
109,2025-11-04 14:22:00,Threshold hedge,25750,SELL,-2.0,25609.997947411834,25609.997947411834,-0.0
110,2025-11-04 14:27:00,Threshold hedge,25750,BUY,2.0,25621.148260816528,25621.148260816528,0.0
111,2025-11-04 14:31:00,Threshold hedge,25750,SELL,-2.0,25620.448371964172,25620.448371964172,-0.0
112,2025-11-04 14:34:00,Threshold hedge,25750,BUY,3.0,25627.59854727228,25627.59854727228,0.0
113,2025-11-04 14:40:00,Threshold hedge,25750,SELL,-2.0,25624.348684147128,25624.348684147128,-0.0
114,2025-11-04 14:41:00,Threshold hedge,25750,SELL,-1.0,25621.648685741406,25621.648685741406,-0.0
115,2025-11-04 14:44:00,Threshold hedge,25750,SELL,-2.0,25613.448697110198,25613.448697110198,-0.0
116,2025-11-04 14:51:00,Threshold hedge,25750,SELL,-2.0,25598.09879809965,25598.09879809965,-0.0
117,2025-11-04 14:52:00,Threshold hedge,25750,BUY,1.0,25609.948924454537,25609.948924454537,0.0
118,2025-11-04 15:05:00,Threshold hedge,25750,SELL,-2.0,25597.749291371918,25597.749291371918,-0.0
